Index,MidpointX,MidpointY,MidpointZ,NozzleX,NozzleY,NozzleZ,PointToX,PointToY,PointToZ,Length,PointX,PointY,PointZ
0,0.91451869006139719,-5.9096359549995796,16.875,0.0,-292.00625610351562,0.0,0.29856797749978981,-5.9096359549995796,16.875,1.2319014251232148,1.5304694026230046,-5.9096359549995796,16.875
1,0.59936481202472036,-5.4170195678058102,17.969210056243632,189.04501888037174,-296.55043038348828,81.539607377255138,0.90016164654965092,-4.9244031806120407,19.063420112487261,2.4742233430123073,0.29856797749978981,-5.9096359549995796,16.875
2,0.59936481202472036,-3.1809515903060204,20.205278033743419,158.20313558931437,-108.72455915948171,207.68171201914703,0.29856797749978981,-1.4375,21.34713595499958,4.2113853757338555,0.90016164654965092,-4.9244031806120407,19.063420112487261
3,0.29856797749978981,-1.0509223341941833,21.34713595499958,91.633224487304688,-0.0,183.26644897460938,0.29856797749978981,-0.66434466838836681,21.34713595499958,0.7731553316116332,0.29856797749978981,-1.4375,21.34713595499958
4,1.9860679774997896,-3.2869903116939727,19.11106797749979,70.346130119702053,-59.616769882983597,123.01180426818347,3.6735679774997894,-5.9096359549995787,16.875,7.674874961939087,0.29856797749978981,-0.66434466838836681,21.34713595499958
5,3.2667954101679983,-5.9096359549995787,16.875,0.0,-192.84033203125,0.0,2.8600228428362078,-5.9096359549995787,16.875,0.8135451346635816,3.6735679774997894,-5.9096359549995787,16.875
6,3.5489629489578514,-4.6446380513619081,15.045667172457462,159.62118100422919,-243.5524056178688,-108.30388334437346,4.2379030550794949,-3.3796401477242375,13.216334344914923,4.656744253211843,2.8600228428362078,-5.9096359549995787,16.875
7,3.9557355162896419,-2.4085700738621187,12.809599194957672,227.30135271791741,-87.650872980285556,-366.95181858452793,3.6735679774997894,-1.4375,12.40286404500042,2.179934944449537,4.2379030550794949,-3.3796401477242375,13.216334344914923
8,4.6110679774997898,-2.375,10.52786404500042,30.273231506347635,151.36615753173828,-60.54646301269532,5.5485679774997898,-3.3125,8.6528640450004204,4.592793267718459,3.6735679774997894,-1.4375,12.40286404500042
9,5.8307355162896428,-4.2835700738621192,9.0595991949576717,227.30135271791744,-87.650872980285598,-366.95181858452787,6.1129030550794949,-5.2546401477242375,9.4663343449149231,2.179934944449537,5.5485679774997898,-3.3125,8.6528640450004204
10,4.9719934297003059,-6.5196380513619081,11.295667172457462,132.1038790243984,-253.9730537869136,-93.234424553108255,3.8310838043211168,-7.7846359549995787,13.125,4.999341181962024,6.1129030550794949,-5.2546401477242375,9.4663343449149231
11,4.6898258909104538,-7.7846359549995787,13.125,0.0,-192.84033203125,0.0,5.5485679774997898,-7.7846359549995787,13.125,1.717484173178673,3.8310838043211168,-7.7846359549995787,13.125
12,1.9860679774997898,-4.7324595719097324,15.36106797749979,38.049210799591357,-48.461385375965385,126.76851162943149,-1.5764320225002102,-1.6802831888198853,17.59713595499958,10.393687877455513,5.5485679774997898,-7.7846359549995787,13.125
13,-1.5764320225002102,-2.4963915944099426,17.59713595499958,91.633224487304688,0.0,183.26644897460938,-1.5764320225002102,-3.3125,17.59713595499958,1.6322168111801147,-1.5764320225002102,-1.6802831888198853,17.59713595499958
