57.825864936408607,-1.2386186875524963,102.52859531841172,152.304,-18.4931,220.651
56.553913662545284,-11.714052064705072,102.5285963558696,217.326,-26.3881,314.851
56.441968370733548,-12.636005961378658,102.5285963558696,217.326,-26.3881,314.851
56.220613950090168,-13.632208586467627,102.56261995263908,360.77899169921875,-80.792572021484375,535.5020751953125
55.849128151537059,-15.04125152711401,102.52859724438098,143.453,-54.4045,220.651
52.107208317989958,-24.907896110435829,102.52859813961597,204.696,-77.6308,314.851
51.777878250956626,-25.776269945598784,102.52859813961597,204.696,-77.6308,314.851
51.324547686058168,-26.690555408914957,102.56262168899781,330.9605712890625,-164.78494262695312,535.50238037109375
50.626647554238801,-27.96975853055471,102.52859813637694,126.265,-87.1542,220.651
44.632211619004337,-36.654200919874754,102.52859655215047,180.169,-124.362,314.851
44.104634792499262,-37.41852703061285,102.52859655215047,180.169,-124.362,314.851
43.445675248739143,-38.19775319461052,102.56261999337629,281.90777587890625,-239.2010498046875,535.50250244140625
42.461925217899626,-39.272761542896973,102.52859637240843,101.738,-114.839,220.651
34.563346331762276,-46.270283452589872,102.52859774695928,145.172,-163.866,314.851
33.868184880519436,-46.886142787131853,102.52859774695928,145.172,-163.866,314.851
33.04188976157505,-47.485028679440362,102.56262153531398,216.47149658203125,-299.71514892578125,535.5025634765625
31.829454298562631,-48.293375739527676,102.52859769835395,71.2991,-135.849,220.651
22.485783884461103,-53.197299675636835,102.5285992756219,101.738,-193.846,314.852
21.663437823756066,-53.628899871741723,102.5285992756219,101.738,-193.846,314.852
20.717838639399165,-54.01263486451046,102.56262265079731,138.45474243164062,-342.81060791015625,535.502197265625
19.347192410413768,-54.507334743907663,102.52860017109913,36.7165,-148.964,220.651
9.1014642709764946,-57.032688751010092,102.52859767839008,52.3914,-212.56,314.851
8.1997272248838176,-57.254946898855941,102.52859767839008,52.3914,-212.56,314.851
5.7405560974520702,-57.553543725126822,102.52859808053768,0.0,-153.423,220.651
-4.8118300079339313,-57.553543837063991,102.52859800270558,0.0,-218.922,314.851
-5.7405560974520702,-57.553543837063991,102.52859800270558,0.0,-218.922,314.851
-8.199730413593695,-57.254946092643415,102.52859769207174,-36.7166,-148.965,220.651
-18.445474112253795,-54.729592094605472,102.52859875120262,-52.3916,-212.561,314.851
-19.347212931287853,-54.507333281906611,102.52859875120262,-52.3916,-212.561,314.851
-20.309472702213775,-54.167512405396565,102.56262259463661,-123.69084167480469,-348.41009521484375,535.5025634765625
-21.663467898907438,-53.628893429566688,102.52859844129544,-71.2993,-135.849,220.651
-31.007133864326654,-48.724954236751977,102.52859873612944,-101.738,-193.846,314.851
-31.829479703414023,-48.293353597411738,102.52859873612944,-101.738,-193.846,314.851
-32.682451458829732,-47.733125214030196,102.56262225154177,-203.47653198242188,-308.68475341796875,535.50244140625
-33.868199287805908,-46.886126037956544,102.52859910645944,-101.738,-114.839,220.651
-41.766766391778098,-39.888606496477877,102.5285990451554,-145.172,-163.866,314.851
-42.461926956550244,-39.272747826788915,102.5285990451554,-145.172,-163.866,314.851
-43.156043023295183,-38.52466748559798,102.56262269725769,-271.43682861328125,-251.01966857910156,535.502197265625
-44.104637435049177,-37.418511800471521,102.528598422633,-126.265,-87.1541,220.651
